,Unnamed: 0,calories,calfromfat,fat,satfat,transfat,cho,sodium,charbo,dietfac,sugar,protein,brand
6617,Smoked Sausage With Sauerkraut,210,0,16g,6g,0g,35mg,1660mg,10g,5g,2g,7g,Golden Corral
6618,Smokehouse Baby Back Ribs,300,0,17g,6g,0g,115mg,240mg,3g,1g,3g,33g,Golden Corral
6619,Southern Style Pork Chops,230,0,16g,4.5g,0g,60mg,400mg,8g,0g,0g,13g,Golden Corral
6620,Spicy Pagoda Pork,260,0,13g,3g,0g,40mg,1010mg,20g,1g,15g,15g,Golden Corral
6621,Split Smoked Sausage,240,0,21g,7g,0g,50mg,730mg,1g,0g,1g,11g,Golden Corral
6622,Sweet And Sour Pork,220,90,11g,2.5g,0g,35mg,540mg,18g,1g,12g,14g,Golden Corral
6623,Artichoke Hearts,10,0,0g,0g,0g,0mg,150mg,2g,1g,1g,1g,Golden Corral
6624,Baby Carrots,20,0,0g,0g,0g,0mg,40mg,4g,1g,2g,0g,Golden Corral
6625,Bacon Bits,50,30,3.5g,1.5g,0g,15mg,240mg,0g,0g,0g,5g,Golden Corral
6626,Bacon Dressing,150,120,14g,2g,0g,0mg,300mg,5g,0g,5g,0g,Golden Corral
6627,Balsamic Vinaigrette,20,0,0g,0g,0g,0mg,260mg,5g,0g,2g,0g,Golden Corral
6628,Balsamic Vinegar,15,0,0g,0g,0g,0mg,0mg,3g,0g,2g,0g,Golden Corral
6629,Black Olives,40,25,4g,2g,0g,0mg,220mg,2g,0g,0g,0g,Golden Corral
6630,Blue Cheese Crumbles,50,35,4g,2.5g,0g,15mg,190mg,0g,0g,0g,3g,Golden Corral
6631,Blue Cheese Dressing,150,160,16g,3g,0g,10mg,230mg,1g,0g,1g,1g,Golden Corral
6632,Caesar Dressing,150,140,15g,2.5g,0g,25mg,340mg,2g,0g,1g,1g,Golden Corral
6633,Catalina Dressing,120,100,11g,1.5g,0g,0mg,370mg,7g,0g,7g,0g,Golden Corral
6634,Catalina Fat Free Dressing,40,0,0g,0g,0g,0mg,300mg,10g,1g,6g,0g,Golden Corral
6635,Celery Sticks,5,0,0g,0g,0g,0mg,15mg,1g,0g,0g,0g,Golden Corral
6636,Cheddar Cheese,60,40,4.5g,2.5g,0g,15mg,90mg,0g,0g,0g,4g,Golden Corral
6637,Cherry Peppers,10,0,0g,0g,0g,0mg,740mg,2g,0g,0g,0g,Golden Corral
6638,Cherry Tomatoes,15,0,0g,0g,0g,0mg,0mg,3g,1g,2g,1g,Golden Corral
6639,Chickpeas,60,10,1g,0g,0g,0mg,180mg,9g,4g,2g,3g,Golden Corral
6640,Chopped Peanuts,110,80,9g,1.5g,0g,0mg,0mg,4g,2g,1g,4g,Golden Corral
6641,Coleslaw,110,80,9g,1.5g,0g,10mg,240mg,6g,1g,5g,1g,Golden Corral
6642,Cottage Cheese,90,25,2.5g,1.5g,0g,15mg,460mg,5g,0g,5g,12g,Golden Corral
6643,Croutons,20,5,0.5g,0g,0g,0mg,85mg,4g,0g,0g,1g,Golden Corral
6644,Cucumbers,5,0,0g,0g,0g,0mg,0mg,1g,0g,1g,0g,Golden Corral
6645,Deviled Eggs,70,50,5g,1g,0g,95mg,70mg,1g,0g,0g,3g,Golden Corral
6646,Diced Eggs,50,30,3.5g,1g,0g,125mg,40mg,0g,0g,0g,4g,Golden Corral
6647,Diced Onions,15,0,0g,0g,0g,0mg,0mg,4g,1g,2g,0g,Golden Corral
6648,Diced Tomatoes,10,0,0g,0g,0g,0mg,0mg,2g,1g,1g,0g,Golden Corral
6649,Dill Pickle Spears,0,0,0g,0g,0g,0mg,320mg,0g,0g,0g,0g,Golden Corral
6650,Dried Cranberries,60,0,0g,0g,0g,0mg,0mg,17g,1g,15g,0g,Golden Corral
6651,Dried Onions,45,30,3.5g,1.5g,0g,0mg,60mg,3g,0g,0g,0g,Golden Corral
6652,Egg Salad,200,150,17g,3.5g,0g,260mg,280mg,3g,0g,2g,8g,Golden Corral
6653,French Dressing,120,0,11g,1.5g,0g,0mg,180mg,5g,0g,5g,0g,Golden Corral
6654,Fresh Pineapple,40,0,0g,0g,0g,0mg,0mg,11g,1g,8g,0g,Golden Corral
6655,Fruit Cocktail,70,0,0g,0g,0g,0mg,15mg,18g,1g,16g,0g,Golden Corral
6656,Ginger Dressing,120,110,12g,2g,0g,0mg,220mg,4g,0g,3g,0g,Golden Corral
6657,Green Grapes,35,0,0g,0g,0g,0mg,0mg,9g,0g,8g,0g,Golden Corral
6658,Green Olives,50,35,4g,0g,0g,0mg,580mg,0g,0g,0g,1g,Golden Corral
6659,Green Peppers,5,0,0g,0g,0g,0mg,0mg,1g,1g,1g,0g,Golden Corral
6660,Guacamole,70,60,7g,1g,0g,0mg,90mg,5g,3g,1g,1g,Golden Corral
6661,Honey Mustard Dressing,130,100,11g,1.5g,0g,15mg,180mg,7g,0g,6g,0g,Golden Corral
6662,Iceberg Lettuce,10,0,0g,0g,0g,0mg,5mg,2g,1g,1g,1g,Golden Corral
6663,Kidney Bean Salad,180,90,10g,1.5g,0g,10mg,390mg,16g,4g,4g,5g,Golden Corral
6664,Kidney Beans,50,0,0g,0g,0g,0mg,180mg,8g,3g,1g,4g,Golden Corral
6665,Lemon Vinaigrette,110,0,11g,1.5g,0g,0mg,260mg,5g,0g,4g,0g,Golden Corral
6666,Lite Olive Oil Vinaigrette,70,50,6g,1g,0g,0mg,230mg,3g,0g,2g,0g,Golden Corral
6667,Macaroni Salad,280,200,11g,1g,0g,10mg,490mg,41g,1g,12g,5g,Golden Corral
6668,Mandarin Oranges,30,0,0g,0g,0g,0mg,5mg,7g,0g,6g,0g,Golden Corral
6669,Olive Oil,120,120,14g,2g,0g,0mg,0mg,0g,0g,0g,0g,Golden Corral
6670,Parmesan Cheese,45,35,4g,2g,0g,10mg,110mg,0g,0g,0g,3g,Golden Corral
6671,Pasta Salad,150,50,6g,1g,0g,0mg,220mg,20g,2g,4g,4g,Golden Corral
6672,Pea Salad,220,130,14g,3g,0g,50mg,410mg,16g,5g,7g,7g,Golden Corral
6673,Pecan Pieces,90,90,10g,1g,0g,0mg,0mg,2g,1g,1g,1g,Golden Corral
6674,Pecan Pralines,70,45,4.5g,0g,0g,0mg,25mg,7g,0g,7g,0g,Golden Corral
6675,Pepperjack Cheese,170,120,13g,8g,0g,40mg,300mg,0g,0g,0g,12g,Golden Corral
6676,Pepperoncinis,10,0,0g,0g,0g,0mg,600mg,2g,1g,0g,0g,Golden Corral
6677,Pepperoni,50,40,4.5g,2g,0g,10mg,190mg,0g,0g,0g,2g,Golden Corral
6678,Pickled Beets,60,0,0g,0g,0g,0mg,85mg,14g,0g,13g,0g,Golden Corral
6679,Pico De Gallo,15,0,0g,0g,0g,0mg,0mg,3g,1g,2g,1g,Golden Corral
6680,Radishes,5,0,0g,0g,0g,0mg,10mg,1g,0g,1g,0g,Golden Corral
6681,Raisins,60,0,0g,0g,0g,0mg,0mg, 16g,1g,12g,1g,Golden Corral
6682,Ranch Dressing,110,110,12g,2g,0g,10mg,240mg,2g,0g,1g,1g,Golden Corral
6683,Ranch Fat Free Dressing,35,0,0g,0g,0g,0mg,300mg,9g,0g,5g,0g,Golden Corral
6684,Red Grapes,15,0,0g,0g,0g,0mg,0mg,4g,0g,4g,0g,Golden Corral
6685,Red Wine Vinegar,5,0,0g,0g,0g,0mg,0mg,0g,0g,0g,0g,Golden Corral
6686,Rice Noodles,35,10,1g,0g,0g,0mg,90mg,5g,0g,0g,1g,Golden Corral
6687,Roasted Peppers,90,70,8g,1.5g,0g,0mg,210mg,5g,1g,2g,1g,Golden Corral
6688,Romaine Lettuce,10,0,0g,0g,0g,0mg,0mg,2g,1g,1g,1g,Golden Corral
6689,Salsa,10,0,0g,0g,0g,0mg,200mg,2g,0g,1g,0g,Golden Corral
6690,Sauteed Sliced Mushrooms,60,0,5g,0.5g,0g,0mg,260mg,3g,0g,1g,2g,Golden Corral
6691,Sesame Sticks,120,70,8g,1.5g,0g,0mg,320mg,10g,1g,0g,2g,Golden Corral
6692,Sliced Almonds,70,50,6g,0g,0g,0mg,0mg,2g,1g,1g,2g,Golden Corral
6693,Sliced Jalapenos,10,0,0g,0g,0g,0mg,410mg,2g,0g,1g,0g,Golden Corral
6694,Sour Cream,60,40,5g,3.5g,0g,20mg,45mg,2g,0g,1g,1g,Golden Corral
6695,Soy Nuts,50,20,2.5g,0g,0g,0mg,35mg,4g,1g,0g,5g,Golden Corral
6696,Spinach,50,0,3g,0.5g,0g,0mg,320mg, 5g,3g,1g,4g,Golden Corral
6697,Spinach Artichoke Dip,90,70,6g,2g,0g,5mg,320mg,7g,1g,2g,3g,Golden Corral
6698,Spring Lettuce Mix,5,0,0g,0g,0g,0mg,5mg,1g,0g,0g,0g,Golden Corral
6699,Squash,10,0,0g,0g,0g,0mg,0mg,2g ,1g,1g,1g,Golden Corral
6700,Sriracha Ranch Dressing,110,0,12g,2g,0g,10mg,280mg,2g,0g,1g,1g,Golden Corral
6701,Strawberries,20,0,0g,0g,0g,0mg,0mg,5g,1g,3g,0g,Golden Corral
6702,Sweet Pickle Chips,30,0,0g,0g,0g,0mg,140mg,7g,0g,5g,0g,Golden Corral
6703,Thousand Island Dressing,140,100,13g,2g,0g,10mg,220mg,6g,0g,5g,0g,Golden Corral
6704,Thousand Island Fat Free Dressing,40,5,0g,0g,0g,0mg,250mg,10g,1g,4g,0g,Golden Corral
6705,Three Bean Salad,90,10,0.5g,0g,0g,0mg,15mg,19g,3g,12g,2g,Golden Corral
6706,Tomato And Onion Salad,40,20,2g,0g,0g,0mg,85mg,5g,1g,3g,1g,Golden Corral
6707,Tomato Wedges,15,0,0g,0g,0g,0mg,0mg,3g,1g,2g,1g,Golden Corral
6708,Vegetable Oil,120,120,14g,2.5g,0g,0mg,0mg,0g,0g,0g,0g,Golden Corral
6709,Water Chestnuts,20,0,0g,0g,0g,0mg,10mg,5g,1g,0g,1g,Golden Corral
6710,White Balsamic Vinaigrette,130,0,12g,2g,0g,0mg,150mg,5g,0g,4g,0g,Golden Corral
6711,Zucchini,10,0,0g,0g,0g,0mg,0mg,2g,0g,1g,1g,Golden Corral
6712,Apple Salad,210,90,10g,1.5g,0g,15mg,260mg,29g,2g,23g,1g,Golden Corral
6713,Beet And Onion Salad,50,0,0g,0g,0g,0mg,260mg,11g,2g,7g,1g,Golden Corral
6714,Beets,20,0,0g,0g,0g,0mg,125mg,4g,1g,3g,1g,Golden Corral
6715,Blt Salad,80,60,6g,1.5g,0g,10mg,230mg,4g ,1g,2g,3g,Golden Corral
6716,Broccoli for salad,5,5,0g,0g,0g,0mg,0mg,1g,0g,0g,1g,Golden Corral
6717,Broccoli Salad,110,70,8g,1.5g,0g,10mg,85mg,9g,1g,6g,2g,Golden Corral
6718,Caesar Salad,110,70,8g,2g,0g,15mg,290mg,8g,1g,1g,3g,Golden Corral
6719,Carrot Raisin Salad,110,70,7g,1g,0g,5mg,75mg,11g,1g,7g,1g,Golden Corral
6720,Carrots,10,0,0g,0g,0g,0mg,20mg,3g,1g,1g,0g,Golden Corral
6721,Cauliflower for Salad,5,0,0g,0g,0g,0mg,10mg,1g,1g,1g,1g,Golden Corral
6722,Chicken Salad,250,180,22g,3g,0g,105mg,320mg,3g,0g,1g,10g,Golden Corral
6723,Diced Ham,110,0,4g,1.5g,0g,45mg,1030mg,4g,0g,2g,14g,Golden Corral
6724,Dill Pickles,0,0,0g,0g,0g,0mg,180mg,0g,0g,0g,0g,Golden Corral
6725,Fresh Onion Strips,10,0,0g,0g,0g,0mg,0mg,3g,0g,1g,0g,Golden Corral
6726,Fruit Salad,35,0,0g,0g,0g,0mg,10mg,9g,1g,7g,1g,Golden Corral
6727,Lettuce,10,0,0g,0g,0g,0mg,5mg,2g,1g,1g,1g,Golden Corral
6728,Lettuce Wedge,10,0,0g,0g,0g,0mg,5mg,2g,1g,1g,1g,Golden Corral
6729,Marinated Garden Salad,90,50,6g,1g,0g,0mg,230mg,7g,1g,4g,1g,Golden Corral
6730,Marinated Mushroom Salad,80,60,6g,1g,0g,0mg,240mg,5g,0g,3g,1g,Golden Corral
6731,Marinated Vegetable Salad,35,20,2g,0g,0g,0mg,90mg,3g,1g,2g,1g,Golden Corral
6732,Mozzarella Cheese,110,0,8g,5g,0g,30mg,280mg,1g,0g,0g,7g,Golden Corral
6733,Mushrooms,5,0,0g,0g,0g,0mg,0mg,1g,0g ,0g,0g,Golden Corral
6734,Onions,5,0,0g,0g,0g,0mg,0mg,1g,0g,1g,0g,Golden Corral
6735,Potato Salad,150,160,5g,0.5g,0g,5mg,460mg,26g,1g,9g,2g,Golden Corral
6736,Seafood Salad,140,90,10g,1.5g,0g,10mg,680mg,9g,2g,4g,5g,Golden Corral
6737,Southern Style Broccoli Salad,170,0,15g,2g,0g,15mg,105mg,10g,1g,6g,1g,Golden Corral
6738,Southern Style Chicken Salad,280,0,24g,3g,0g,55mg,290mg,8g,0g,5g,9g,Golden Corral
6739,Spinach Salad,15,80,0g,0g,0g,0mg,45mg,2g,1g,0g,1g,Golden Corral
6740,Strawberry Spinach Salad,40,20,2.5g,0g,0g,0mg,45mg,5g,2g,2g,2g,Golden Corral
6741,Summer Salad,70,45,5g,1g,0g,0mg,200mg,5g,1g,3g,1g,Golden Corral
6742,Tomato Slices,5,0,0g,0g,0g,0mg,0mg,1g,0g,1g,0g,Golden Corral
6743,Tuna Salad,190,120,12g,1.5g,0g,45mg,560mg,4g,0g,3g,16g,Golden Corral
6744,Alfredo Sauce,150,130,14g,3.5g,0g,5mg,380mg,3g,0g,0g,3g,Golden Corral
6745,Au Jus Gravy,30,20,2.5g,1g,0g,5mg,380mg,2g,0g,0g,0g,Golden Corral
6746,BBQ Sauce,35,0,0g,0g,0g,0mg,320mg,9g,0g,7g,0g,Golden Corral
6747,Brown Gravy,20,5,0.5g,0g,0g,0mg,310mg,4g,0g,1g,0g,Golden Corral
6748,Brown Sugar,50,0,0g,0g,0g,0mg,0mg,14g,0g,13g,0g,Golden Corral
6749,Cheese Sauce,100,45,8g,3g,0g,10mg,450mg,3g,0g,0g,3g,Golden Corral
6750,Cocktail Sauce,35,5,0.5g,0g,0g,0mg,320mg,7g,0g,6g,1g,Golden Corral
6751,Cranberry Sauce,60,0,0g,0g,0g,0mg,5mg,13g,1g,11g,0g,Golden Corral
6752,Grape Jelly,35,0,0g,0g,0g,0mg,0mg,9g,0g,6g,0g,Golden Corral
6753,Honey Butter,80,80,8g,3g,0g,0mg,35mg,3g,0g,3g,0g,Golden Corral
6754,Horseradish Sauce,100,0,10g,2.5g,0g,15mg,150mg,2g,0g,1g,1g,Golden Corral
6755,Italian Red Sauce,45,30,3g,0g,0g,0mg,170mg,3g,1g,2g,1g,Golden Corral
6756,Jelly,10,0,0g,0g,0g,0mg,0mg,3g,0g,1g,0g,Golden Corral
6757,Margarine,100,100,11g,5g,0g,0mg,105mg,0g,0g,0g,0g,Golden Corral
6758,Mushroom Gravy,20,5,0.5g,0g,0g,0mg,290mg,4g,0g,1g,1g,Golden Corral
6759,Portobello Mushroom Sauce,30,0,1.5g,0.5g,0g,0mg,230mg,2g,1g,0g,1g,Golden Corral
6760,Poultry Gravy,20,5,0g,0g,0g,0mg,310mg,4g,0g,1g,0g,Golden Corral
6761,Queso Cheese Sauce,70,50,6g,2g,0g,10mg,390mg,3g,0g,1g,2g,Golden Corral
6762,Strawberry Jelly,35,0,0g,0g,0g,0mg,0mg,9g,0g,6g,0g,Golden Corral
6763,Tartar Sauce,150,140,16g,2.5g,0g,10mg,240mg,1g,0g,1g,0g,Golden Corral
6764,Whipped Margarine,70,70,8g,2.5g,0g,0mg,75mg,0g,0g,0g,0g,Golden Corral
6765,White Gravy,40,25,2.5g,1g,0g,0mg,180mg,5g,0g,0g,0g,Golden Corral
6766,White Queso Cheese Sauce,80,0,7g,2g,0g,5mg,390mg,2g,0g,0g,2g,Golden Corral
6767,Baked Potatoes,160,0,0g,0g,0g,0mg,15mg,37g,4g,2g,4g,Golden Corral
6768,Baked Spaghetti,160,0,10g,4g,0g,20mg,310mg,9g,1g,2g,9g,Golden Corral
6769,Battered Onion Rings,140,60,7g,1.5g,0g,0mg,900mg,17g,1g,1g,1g,Golden Corral
6770,BBQ Baked Beans,160,10,1g,0g,0g,0mg,640mg,35g,4g,20g,5g,Golden Corral
6771,BBQ Potato Chips,120,90,10g,1.5g,0g,0mg,180mg,6g,1g,1g,1g,Golden Corral
6772,Breaded Ravioli,370,0,22g,6g,0g,20mg,800mg,36g,2g,3g,8g,Golden Corral
6773,Broccoli And Rice Casserole,130,45,6g,2.5g,0g,5mg,560mg,16g,1g,1g,4g,Golden Corral
6774,Buttered Noodles,200,0,9g,1g,0g,30mg,75mg,25g,2g,1g,5g,Golden Corral
6775,Carrot Southe,180,70,8g,3.5g,0g,35mg,135mg,25g,2g,20g,2g,Golden Corral
6776,Charro Beans,100,0,2.5g,0g,0g,0mg,490mg,16g,5g,2g,5g,Golden Corral
6777,Cheddar Stuffed Potatoes,230,0,7g,3g,0g,20mg,530mg,35g,2g,3g,8g,Golden Corral
6778,Cheese Enchiladas,240,140,17g,8g,0g,40mg,620mg,10g,1g,0g,10g,Golden Corral
6779,Cinnamon Apples,80,0,2.5g,1g,0g,0mg,50mg,15g,1g,13g,0g,Golden Corral
6780,Creamed Spinach,170,160,12g,3g,0g,5mg,590mg,10g,2g,5g,5g,Golden Corral
6781,Diced Sauteed Onions,70,0,6g,0.5g,0g,0mg,50mg,5g,1g,2g,1g,Golden Corral
6782,Down Home Macaroni And Cheese,260,130,17g,7g,0g,40mg,820mg,14g,0g,2g,13g,Golden Corral
6783,French Fries,130,70,9g,1.5g,0g,0mg,210mg,11g,2g,1g,1g,Golden Corral
6784,Fried Cubed Potatoes,160,0,9g,1.5g,0g,0mg,160mg,19g,2g,2g,2g,Golden Corral
6785,Fried Okra,110,0,7g,1g,0g,0mg,310mg,10g,2g,1g,1g,Golden Corral
6786,Fried Plantains,150,0,6g,1.5g,0g,0mg,0mg,23g,2g,2g,1g,Golden Corral
6787,"Fries, Steakhouse",170,0,12g,2g,0g,0mg,270mg,14g,2g,1g,1g,Golden Corral
6788,Garlic Mashed Potatoes,160,0,8g,1.5g,0g,0mg,340mg,19g,2g,2g,3g,Golden Corral
6789,Green Bean Casserole,80,40,4.5g,1g,0g,0mg,650mg,8g,2g,2g,2g,Golden Corral
6790,Grilled Cheese Sandwich,180,0,14g,7g,0g,15mg,440mg,10g,0g,1g,4g,Golden Corral
6791,Hushpuppies,240,110,13g,2.5g,0g,0mg,430mg,30g,2g,5g,3g,Golden Corral
6792,Linguini,260,0,7g,1g,0g,0mg,0mg,40g ,2g,1g,7g,Golden Corral
6793,Linguini With Lemon Butter Sauce,270,150,16g,6g,0g,10mg,200mg,22g,2g,2g,6g,Golden Corral
6794,Lo Mein,200,50,6g,1g,0g,0mg,350mg,32g,3g,11g,4g,Golden Corral
6795,Louisiana-Style Dirty Rice,150,0,8g,3.5g,0g,10mg,470mg,15g,1g,1g,3g,Golden Corral
6796,Macaroni And Cheese,180,80,10g,3g,0g,10mg,540mg,19g,1g,2g,5g,Golden Corral
6797,Mashed Potatoes,160,70,8g,1.5g,0g,0mg,330mg,20g,1g,2g,2g,Golden Corral
6798,Mexican Rice,140,60,7g,2.5g,0g,5mg,590mg,18g,1g,1g,2g,Golden Corral
6799,Okra And Tomato Stew,60,30,2.5g,1g,0g,0mg,530mg,7g,2g,2g,1g,Golden Corral
6800,Onion Rings,150,100,11g,2g,0g,0mg,180mg,10g,1g,2g,2g,Golden Corral
6801,Pagoda Rice,150,45,6g,2g,0g,0mg,600mg,21g,1g,3g,3g,Golden Corral
6802,Penne Pasta,200,20,2g,0g,0g,0mg,0mg,40g,2g,1g,7g,Golden Corral
6803,Potato Chips,120,90,10g,1.5g,0g,0mg,190mg,6g,1g,0g,1g,Golden Corral
6804,Ranch Potatoes,150,0,7g,1g,0g,0mg,620mg,21g,1g,1g,3g,Golden Corral
6805,Rice Pilaf,130,45,4.5g,2g,0g,0mg,520mg,18g,0g,0g,2g,Golden Corral
6806,Sauteed Onions,70,0,6g,0.5g,0g,0mg,50mg,5g,1g,2g,1g,Golden Corral
6807,Sauteed Onions And Peppers,30,15,1.5g,0g,0g,0mg,15mg,4g,1g,2g,1g,Golden Corral
6808,Scalloped Potatoes,160,80,8g,4.5g,0g,25mg,470mg,17g,1g,1g,5g,Golden Corral
6809,Seasoned Potato Chips,120,90,10g,1.5g,0g,0mg,180mg,6g,1g,0g,1g,Golden Corral
6810,Seasoned Wedge Fries,190,0,12g,1.5g,0g,0mg,520mg,21g,1g,1g,3g,Golden Corral
6811,Skillet Potatoes And Onions,120,0,3.5g,0g,0g,0mg,95mg,19g ,2g,1g,2g,Golden Corral
6812,Smokehouse Macaroni And Cheese,290,0,20g,8g,0.5g,45mg,630mg,13g,1g,2g,15g,Golden Corral
6813,Smokey Cheese Potato Bake,160,70,8g,4g,0g,25mg,490mg,14g,1g,2g,8g,Golden Corral
6814,Spaghetti Noodles,150,40,4.5g,0.5g,0g,0mg,0mg,24g,1g,1g,4g,Golden Corral
6815,Stuffed Peppers,160,90,19g,7g,1g,75mg,590mg,13g,2g,5g,15g,Golden Corral
6816,Sweet Corn Pudding,340,120,14g ,6g,0g,5mg,400mg,50g,1g,26g,4g,Golden Corral
6817,Sweet Potato Casserole,190,35,3.5g,1g,0g,5mg,50mg,37g,2g,25g,2g,Golden Corral
6818,Sweet Potato Fries,170,0,11g,1.5g,0g,0mg,150mg,17g,2g,8g,1g,Golden Corral
6819,Taco Shells,50,35,2g,0.5g,0g,0mg,0mg,7g,1g,0g,1g,Golden Corral
6820,Tater Tots,170,0,11g,2g,0g,0mg,370mg,15g,2g,0g,2g,Golden Corral
6821,Tortilla Chips,120,70,8g,1g,0g,0mg,260mg,12g,1g,0g,1g,Golden Corral
6822,White Rice,120,40,4.5g,2g,0g,0mg,210mg,17g,0g,0g,2g,Golden Corral
6823,Yellow Rice,130,0,4g,2g,0g,0mg,660mg,19g,1g,1g,2g,Golden Corral
6824,Broccoli And Cheese Soup,190,110,12g,7g,0g,35mg,1030mg,13g,0g,8g,8g,Golden Corral
6825,Brunswick Stew,130,0,2.5g,1g,0g,20mg,620mg,18g,4g,7g,9g,Golden Corral
6826,Cajun Chicken Soup,70,10,1g,0g,0g,10mg,750mg,10g,1g,2g,5g,Golden Corral
6827,Chicken Noodle Soup,80,10,1.5g,0g,0g,20mg,900mg,12g,0g,1g,6g,Golden Corral
6828,Chicken Tortilla Soup,90,0,4.5g,1.5g,0g,15mg,420mg,8g,2g,2g,4g,Golden Corral
6829,Clam Chowder,160,50,5g,2.5g,0g,15mg,730mg,18g,1g,9g,8g,Golden Corral
6830,Green Chili Stew,230,100,11g,4g,0g,50mg,570mg,13g,1g,3g,18g,Golden Corral
6831,Jambalaya Shrimp,210,0,11g,4g,0g,185mg,1130mg,8g,2g,4g,21g,Golden Corral
6832,Oyster Crackers,60,15,1.5g,0g,0g,0mg,135mg,10g,0g,0g,2g,Golden Corral
6833,Potato Soup With Bacon,200,80,9g,4g,0g,20mg,870mg,22g,1g,8g,7g,Golden Corral
6834,Saltines,25,5,0.5g,0g,0g,0mg,55mg,4g,0g,0g,1g,Golden Corral
6835,Timberline Chili,230,0,9g,3g,1g,40mg,890mg,26g,8g,5g,15g,Golden Corral
6836,Tomato Soup,170,30,4g,2g,0g,10mg,600mg,27g,2g,17g,5g,Golden Corral
6837,Vegetable Beef Soup,80,10,1g,0g,0g,5mg,1080mg,14g,2g,3g,4g,Golden Corral
6838,Asian Stir Fry Vegetables,120,20,2.5g,0g,0g,0mg,620mg,22g,2g,15g,3g,Golden Corral
6839,Asparagus,80,50,7g,3g,0g,0mg,280mg,2g,1g,1g,2g,Golden Corral
6840,Baby Lima Beans,150,50,5g,2g,0g,0mg,420mg,19g,5g,2g,6g,Golden Corral
6841,Baked Sweet Potatoes,110,0,0g,0g,0g,0mg,70mg,26g,4g,5g,2g,Golden Corral
6842,Black Beans,180,0,5g,0.5g,0g,0mg,770mg,26g,6g,3g,8g,Golden Corral
6843,Black-Eyed Peas,100,25,2.5g,0.5g,0g,0mg,570mg,14g,3g,0g,5g,Golden Corral
6844,Broccoli,25,0,0g,0g,0g,0mg,85mg,6g,3g,1g,2g,Golden Corral
6845,Brussels Sprouts,80,60,6g,2.5g,0g,0mg,240mg,4g,3g,2g,3g,Golden Corral
6846,Brussels Sprouts With Lemon Herb Butter Sauce,100,70,8g,3.5g,0g,5mg,125mg,4g,2g,2g,2g,Golden Corral
6847,Cabbage,60,0,5g,2g,0g,0mg,200mg,4g,2g,2g,1g,Golden Corral
6848,Cauliflower,20,0,0g,0g,0g,0mg,65mg,3g,2g,2g,1g,Golden Corral
6849,Corn,130,0,6g,2g,0g,0mg,190mg,19g,1g,5g,3g,Golden Corral
6850,Corn-On-The-Cob,70,5,0.5g,0g,0g,0mg,90mg,13g,2g,3g,2g,Golden Corral
6851,Cottage Fries,290,0,15g,2.5g,0g,0mg,260mg,36g,3g,4g,4g,Golden Corral
6852,Diced Sauteed Green Peppers,50,0,5g,0.5g,0g,0mg,40mg,2g,1g,1g,0g,Golden Corral
6853,Fresh Green Beans,70,0,6g,2.5g,0g,0mg,250mg,3g,1g,2g,1g,Golden Corral
6854,Fried Green Tomatoes,180,100,11g,2g,0g,0mg,660mg,18g,2g,3g,2g,Golden Corral
6855,Fried Jalapenos,20,0,1.5g,0g,0g,0mg,0mg,2g,1g,1g,0g,Golden Corral
6856,Fried Mushrooms,160,80,9g,1.5g,0g,0mg,680mg,17g,1g,2g,4g,Golden Corral
6857,Fried Pickles,160,0,9g,1.5g,0g,0mg,700mg,16g,1g,0g,2g,Golden Corral
6858,Green Beans,35,15,1.5g,0g,0g,0mg,520mg,4g,2g,2g,1g,Golden Corral
6859,Green Chilies,10,0,0g,0g,0g,0mg,70mg,2g,0g,0g,0g,Golden Corral
6860,Grilled Corn-On-The-Cob,100,35,4g,0g,0g,0mg,300mg,14g,2g,3g,2g,Golden Corral
6861,Grilled Street Corn,170,0,11g,3g,0g,10mg,280mg,13g,2g,3g,5g,Golden Corral
6862,Home Fries,110,0,3g,0g,0g,0mg,125mg,18g,1g,0g,2g,Golden Corral
6863,Italian Vegetable Medley,60,45,5g,2.5g,0g,0mg,80mg,4g,1g,2g,1g,Golden Corral
6864,Kettle Cooked Cabbage,45,0,2.5g,0.5g,0g,5mg,180mg,4g,1g,2g,2g,Golden Corral
6865,Kettle Cooked Collards,80,0,3g,1g,0g,5mg,370mg,9g,3g,5g,4g,Golden Corral
6866,Kettle Cooked Lima Beans,160,0,3g,1g,0g,5mg,570mg,24g,6g,3g,9g,Golden Corral
6867,Kettle Cooked Turnip Greens,70,0,3g,1g,0g,5mg,380mg,8g,3g,5g,3g,Golden Corral
6868,Machaca Beans,90,5,0g,0g,0g,0mg,370mg,15g,5g,0g,5g,Golden Corral
6869,Peas,110,0,4.5g,2g,0g,0mg,200mg,11g,5g,3g,4g,Golden Corral
6870,Ranch Style Beans,130,25,2.5g,0.5g,0g,5mg,550mg,21g,7g,2g,6g,Golden Corral
6871,Red Bliss Potatoes,80,20,2g,1g,0g,0mg,80mg,13g,1g,1g,2g,Golden Corral
6872,Refried Beans,160,100,12g,4.5g,0g,10mg,610mg,10g,3g,0g,3g,Golden Corral
6873,Roasted Red Bliss Potatoes,140,0,9g,1g,0g,0mg,540mg,12g,1g,1g,2g,Golden Corral
6874,Sauerkraut,15,0,0g,0g,0g,0mg,600mg,4g,3g,1g,1g,Golden Corral
6875,Sauteed Mushrooms,60,50,5g,0.5g,0g,0mg,260mg,3g,0g,1g,2g,Golden Corral
